(98.31498718261719, 139.3041534423828)
(98.58203887939453, 222.27703857421875)
(100.5250015258789, 226.97159576416016)
(102.90145874023438, 213.69011688232422)
(103.44213104248047, 218.90795135498047)
(104.5591049194336, 138.18736267089844)
(104.5864028930664, 192.32610321044922)
(105.1332015991211, 270.035888671875)
(107.41313171386719, 184.4804458618164)
(107.41313171386719, 184.4804458618164)
(107.96814727783203, 197.28311920166016)
(107.96814727783203, 197.28311920166016)
(108.49504089355469, 192.7672882080078)
(108.53240203857422, 188.04544830322266)
(108.63721466064453, 235.8558120727539)
(109.6799545288086, 151.84097290039062)
(109.83829498291016, 285.9092950820923)
(110.04997253417969, 140.58154296875)
(111.05874633789062, 179.92262268066406)
(112.82816314697266, 283.4234218597412)
(113.52262878417969, 159.7677001953125)
(114.03504943847656, 220.95948791503906)
(114.86320495605469, 290.60297298431396)
(115.08998107910156, 143.34164428710938)
(115.35773468017578, 175.6028289794922)
(117.52994537353516, 159.58729553222656)
(118.74561309814453, 275.82812118530273)
(119.7730941772461, 268.62760162353516)
(120.96896362304688, 225.58062744140625)
(121.73341369628906, 213.82730102539062)
(121.73341369628906, 213.82730102539062)
(121.88926696777344, 157.12278747558594)
(121.9865493774414, 222.39766693115234)
(123.25102996826172, 207.1587142944336)
(124.55278778076172, 294.3956699371338)
(125.09872436523438, 275.3015079498291)
(126.05059051513672, 289.53725719451904)
(126.05329132080078, 279.1351776123047)
(126.05329132080078, 279.1351776123047)
(126.05329132080078, 279.1351776123047)
(126.64126586914062, 222.8572540283203)
(126.78620147705078, 212.62895965576172)
(126.92491912841797, 165.67283630371094)
(129.13002014160156, 192.91710662841797)
(129.55740356445312, 276.7744903564453)
(131.17579650878906, 220.86388397216797)
(131.17579650878906, 220.86388397216797)
(131.33062744140625, 214.8243865966797)
(131.33062744140625, 214.8243865966797)
(131.85520935058594, 287.2939205169678)
(131.97723388671875, 157.96334838867188)
(132.3714599609375, 169.2062530517578)
(132.88804626464844, 160.67234802246094)
(136.06051635742188, 206.47623443603516)
(136.5609893798828, 148.14871215820312)
(137.13059997558594, 213.6889419555664)
(139.83030700683594, 202.77193450927734)
(139.83030700683594, 202.77193450927734)
(140.65777587890625, 169.2335968017578)
(140.82977294921875, 221.41446685791016)
(142.05816650390625, 163.40769958496094)
(142.62310791015625, 177.8887176513672)
(144.27468872070312, 212.4658660888672)
(145.14195251464844, 196.87703704833984)
(145.36648559570312, 182.4458770751953)
(146.682373046875, 153.32220458984375)
(147.0229949951172, 281.8112258911133)
(147.0229949951172, 281.8112258911133)
(148.73109436035156, 272.6585388183594)
(149.0770263671875, 149.82308959960938)
(153.3063201904297, 214.45574188232422)
(153.3585662841797, 249.18990325927734)
(153.7642822265625, 169.97178649902344)
(154.0618438720703, 189.25015258789062)
(155.07894897460938, 285.4494905471802)
(155.50128173828125, 285.53906631469727)
(155.79409790039062, 153.24142456054688)
(155.79409790039062, 153.24142456054688)
(155.92701721191406, 173.97657775878906)
(155.99923706054688, 281.9335536956787)
(156.03236389160156, 297.3199474811554)
(157.3708953857422, 285.107479095459)
(157.6728973388672, 199.49896240234375)
(157.6728973388672, 199.49896240234375)
(158.5480194091797, 142.0905303955078)
(158.5480194091797, 142.0905303955078)
(158.9934844970703, 146.62693786621094)
(159.6375274658203, 287.1658134460449)
(161.9383087158203, 153.2435760498047)
(162.8866729736328, 163.90228271484375)
(163.35972595214844, 195.34778594970703)
(163.4346160888672, 188.22801971435547)
(164.0477294921875, 288.6241064071655)
(164.38951110839844, 183.7936553955078)
(164.54278564453125, 293.20090913772583)
(164.62789916992188, 179.39564514160156)
(164.90907287597656, 167.3820343017578)
(165.30577087402344, 204.15390014648438)
(165.82814025878906, 187.48657989501953)
(167.72897338867188, 221.32233428955078)
(167.88047790527344, 285.45531368255615)
(168.0150604248047, 147.66258239746094)
(168.64219665527344, 208.38751220703125)
(169.81419372558594, 174.41006469726562)
(169.81419372558594, 174.41006469726562)
(171.17218017578125, 297.5386309623718)
(172.081298828125, 232.1337127685547)
(173.77127075195312, 215.90694427490234)
(174.8678436279297, 139.80845642089844)
(175.43299865722656, 207.37869262695312)
(175.5419921875, 296.9587068557739)
(175.71559143066406, 194.5184783935547)
(176.27659606933594, 159.72438049316406)
(176.6197967529297, 217.35895538330078)
(177.02684020996094, 160.94058227539062)
(178.7687530517578, 214.56607818603516)
(178.7687530517578, 214.56607818603516)
(181.9445037841797, 292.0320825576782)
(182.22926330566406, 224.2808380126953)
(184.13876342773438, 167.18751525878906)
(185.5522918701172, 153.97340393066406)
(188.68788146972656, 292.4114055633545)
(188.8311004638672, 287.02403354644775)
(189.600341796875, 224.92877960205078)
(190.22105407714844, 272.14293479919434)
(191.53355407714844, 265.192138671875)
(191.83721923828125, 163.99481201171875)
(193.70462036132812, 259.3250274658203)
(194.57186889648438, 162.78326416015625)
(194.622802734375, 255.46625900268555)
(194.84115600585938, 172.7146453857422)
(195.00930786132812, 280.88238525390625)
(195.0312042236328, 284.15194034576416)
(195.2854766845703, 235.84817504882812)
(196.88525390625, 277.2984981536865)
(199.52157592773438, 176.98351287841797)
(200.65115356445312, 185.10350036621094)
(201.04774475097656, 141.31585693359375)
(201.04774475097656, 141.31585693359375)
(201.24461364746094, 191.51331329345703)
(201.7310333251953, 206.2352523803711)
(201.7310333251953, 206.2352523803711)
(202.7042236328125, 215.02880859375)
(203.0729217529297, 271.57445335388184)
(204.69447326660156, 194.42459869384766)
(206.06654357910156, 228.91209411621094)
(206.6122589111328, 199.75231170654297)
(207.58041381835938, 138.1853485107422)
(207.9727783203125, 223.45490264892578)
(209.68191528320312, 142.3835906982422)
(218.5187225341797, 135.55555725097656)
