(25.63102149963379, 196.11736297607422)
(27.119535446166992, 178.87289428710938)
(27.843652725219727, 183.15586853027344)
(28.304811477661133, 161.16432189941406)
(29.259464263916016, 197.53761291503906)
(29.259464263916016, 197.53761291503906)
(29.653125762939453, 149.5312957763672)
(30.783954620361328, 193.50064086914062)
(30.784439086914062, 179.40858459472656)
(31.087772369384766, 201.14293670654297)
(32.29930114746094, 138.0997772216797)
(32.57694625854492, 152.7324981689453)
(32.873497009277344, 190.19302368164062)
(33.894229888916016, 247.56299209594727)
(35.49169921875, 155.52523803710938)
(37.11948776245117, 155.76280212402344)
(40.01961135864258, 116.61941528320312)
(41.03581619262695, 186.20765686035156)
(43.00265121459961, 265.60900497436523)
(45.954803466796875, 269.97605323791504)
(49.39460372924805, 204.02734375)
(50.04172897338867, 200.35869598388672)
(50.787864685058594, 274.4605484008789)
(51.857421875, 208.41738891601562)
(51.857421875, 208.41738891601562)
(52.19892501831055, 253.95211791992188)
(54.24689483642578, 203.56246185302734)
(56.698883056640625, 188.14476776123047)
(56.93061828613281, 208.31891632080078)
(57.282470703125, 187.1384735107422)
(59.14695739746094, 281.4151248931885)
(61.80595779418945, 186.58888244628906)
(63.624576568603516, 160.1869659423828)
(63.624576568603516, 160.1869659423828)
(64.03987121582031, 66.83840942382812)
(64.69129180908203, 176.17552947998047)
(65.14618682861328, 187.40960693359375)
(66.70602416992188, 201.2844467163086)
(68.14484405517578, 212.17662048339844)
(68.55011749267578, 188.0286407470703)
(68.55011749267578, 188.0286407470703)
(68.55032348632812, 182.72999572753906)
(68.80619049072266, 172.07898712158203)
(70.1480484008789, 262.64068603515625)
(70.32659149169922, 189.98448181152344)
(70.54080200195312, 177.0553207397461)
(70.56649017333984, 185.90856170654297)
(70.65538024902344, 287.5107822418213)
(72.49767303466797, 183.1837615966797)
(72.97691345214844, 174.56774139404297)
(73.91777801513672, 177.71892547607422)
(74.25881958007812, 64.54414367675781)
(74.88414001464844, 157.7597198486328)
(76.72142791748047, 192.66458892822266)
(76.72142791748047, 192.66458892822266)
(76.77452087402344, 116.63844299316406)
(77.3792953491211, 65.62992858886719)
(77.4950942993164, 187.62683868408203)
(77.96043395996094, 263.9947090148926)
(78.39422607421875, 113.82521057128906)
(78.39422607421875, 113.82521057128906)
(78.8820571899414, 50.67359924316406)
(79.3754653930664, 60.378814697265625)
(80.33381652832031, 63.18904113769531)
(81.8655014038086, 107.22880554199219)
(81.8655014038086, 107.22880554199219)
(82.0445785522461, 187.5782699584961)
(82.0445785522461, 187.5782699584961)
