(4.132661819458008, 188.3512954711914)
(6.973952293395996, 189.5045166015625)
(11.5506010055542, 168.07962036132812)
(11.5506010055542, 168.07962036132812)
(11.573460578918457, 189.6882095336914)
(11.594486236572266, 159.46539306640625)
(12.160174369812012, 179.83431243896484)
(12.236039161682129, 151.34991455078125)
(12.4848051071167, 78.07608032226562)
(14.079025268554688, 154.43760681152344)
(14.454318046569824, 184.02096557617188)
(14.454318046569824, 184.02096557617188)
(14.675557136535645, 239.03363037109375)
(15.972725868225098, 159.73272705078125)
(17.698680877685547, 216.31089782714844)
(20.214738845825195, 158.2948455810547)
(20.91100311279297, 84.65951538085938)
(21.784603118896484, 153.20326232910156)
(22.72857666015625, 183.95074462890625)
(23.307552337646484, 209.00104522705078)
(23.613601684570312, 191.58824157714844)
(23.81835174560547, 165.0818328857422)
(25.912513732910156, 264.8995819091797)
(26.50772476196289, 214.4191436767578)
(26.92679786682129, 221.51856231689453)
(27.381921768188477, 93.92112731933594)
(27.381921768188477, 93.92112731933594)
(29.56793785095215, 194.77118682861328)
(29.860836029052734, 92.10202026367188)
(29.860836029052734, 92.10202026367188)
(30.456872940063477, 91.6025390625)
(30.456872940063477, 91.6025390625)
(30.98114776611328, 208.95821380615234)
(34.43504333496094, 200.01551818847656)
(34.441688537597656, 204.9442596435547)
(36.545753479003906, 291.65264320373535)
(36.65537643432617, 249.7933349609375)
(36.80226135253906, 288.7335262298584)
(38.706260681152344, 192.73267364501953)
(38.911949157714844, 252.32112503051758)
(39.965675354003906, 185.6060791015625)
(40.45518493652344, 289.3059482574463)
(40.45518493652344, 289.3059482574463)
(40.48263931274414, 292.2825856208801)
(41.96219253540039, 184.02584838867188)
(42.106170654296875, 84.66407775878906)
(43.36092758178711, 178.3136749267578)
(44.54313278198242, 188.60454559326172)
(45.28142166137695, 182.99209594726562)
(45.347896575927734, 176.40055084228516)
(45.65149688720703, 292.44558477401733)
(45.659603118896484, 270.31023597717285)
(45.659603118896484, 270.31023597717285)
(48.75489807128906, 180.3561248779297)
(48.888484954833984, 52.83660888671875)
(49.645389556884766, 274.28682708740234)
(50.61536407470703, 192.53372192382812)
(51.130245208740234, 276.58003997802734)
